id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Germ.PGC|Germ.PGC	Germ.PGC|Somatic.OSE	Germ.PGC|Somatic.preGC_IIa	Somatic.OSE|Germ.PGC	Somatic.OSE|Somatic.OSE	Somatic.OSE|Somatic.preGC_IIa	Somatic.preGC_IIa|Germ.PGC	Somatic.preGC_IIa|Somatic.OSE	Somatic.preGC_IIa|Somatic.preGC_IIa	Germ.oogonia_STRA8|Germ.oogonia_STRA8	Germ.oogonia_STRA8|Germ.oogonia_meiotic	Germ.oogonia_STRA8|Somatic.preGC_IIb	Germ.oogonia_meiotic|Germ.oogonia_STRA8	Germ.oogonia_meiotic|Germ.oogonia_meiotic	Germ.oogonia_meiotic|Somatic.preGC_IIb	Somatic.preGC_IIb|Germ.oogonia_STRA8	Somatic.preGC_IIb|Germ.oogonia_meiotic	Somatic.preGC_IIb|Somatic.preGC_IIb	Germ.oocyte|Germ.oocyte	Germ.oocyte|Somatic.granulosa	Somatic.granulosa|Germ.oocyte	Somatic.granulosa|Somatic.granulosa
CPI-SS085C6A191	SELPLG_SELE	simple:Q14242	simple:P16581	SELPLG	SELE	False	True	False	curated	False	Ligand-Receptor	Signaling by Selectin	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0	0.0
CPI-SS06F83AE58	CD44_SELE	simple:P16070	simple:P16581	CD44	SELE	False	True	False	curated	False	Ligand-Receptor		0.0	0.003	0.002	0.0	0.004	0.004	0.0	0.002	0.002	0.0	0.0	0.006	0.0	0.0	0.004	0.0	0.0	0.006	0.004	0.004	0.055	0.055
CPI-SC04FA882F7	COL10A1_integrin_a1b1_complex	simple:Q03692	complex:integrin_a1b1_complex	COL10A1		True	False	False	curated	True	Ligand-Receptor	Adhesion by Collagen/Integrin	0.006	0.175	0.064	0.0	0.0	0.0	0.006	0.175	0.064	0.019	0.007	0.092	0.02	0.009	0.094	0.0	0.0	0.0	0.0	0.0	0.009	0.281
CPI-SC0E53A238E	COL11A1_integrin_a1b1_complex	simple:P12107	complex:integrin_a1b1_complex	COL11A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.019	0.189	0.078	2.039	2.209	2.097	1.005	1.175	1.064	0.05	0.038	0.124	0.07	0.058	0.144	0.943	0.931	1.016	0.064	0.336	0.646	0.918
CPI-SC071163509	COL11A2_integrin_a1b1_complex	simple:P13942	complex:integrin_a1b1_complex	COL11A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.01	0.18	0.068	0.006	0.176	0.065	0.007	0.177	0.066	0.056	0.044	0.13	0.054	0.042	0.127	0.022	0.011	0.096	0.011	0.283	0.009	0.281
CPI-SC0E83A4B71	COL12A1_integrin_a1b1_complex	simple:Q99715	complex:integrin_a1b1_complex	COL12A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.008	0.178	0.066	0.024	0.194	0.082	0.021	0.192	0.08	0.028	0.016	0.102	0.026	0.015	0.1	0.03	0.018	0.104	0.015	0.287	0.031	0.304
CPI-SC0FCF853DB	COL13A1_integrin_a1b1_complex	simple:Q5TAT6	complex:integrin_a1b1_complex	COL13A1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.032	0.202	0.09	0.006	0.176	0.065	0.014	0.184	0.073	0.032	0.021	0.106	0.024	0.012	0.097	0.022	0.01	0.095	0.018	0.291	0.01	0.282
CPI-SC0AB5FBF10	COL14A1_integrin_a1b1_complex	simple:Q05707	complex:integrin_a1b1_complex	COL14A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.088	0.258	0.147	0.044	0.214	0.102	0.062	0.232	0.121	0.114	0.102	0.188	0.2	0.188	0.273	0.126	0.114	0.2	0.055	0.328	1.009	1.281
CPI-SC027893337	COL15A1_integrin_a1b1_complex	simple:P39059	complex:integrin_a1b1_complex	COL15A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.011	0.181	0.07	0.028	0.198	0.087	0.024	0.194	0.082	0.025	0.013	0.098	0.021	0.01	0.095	0.024	0.012	0.098	0.016	0.288	0.024	0.297
CPI-SC06AD39F88	COL16A1_integrin_a1b1_complex	simple:Q07092	complex:integrin_a1b1_complex	COL16A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.014	0.184	0.073	0.056	0.226	0.115	0.015	0.185	0.074	0.031	0.019	0.104	0.084	0.072	0.157	0.023	0.011	0.096	0.017	0.29	0.055	0.328
CPI-SC0C841033A	COL17A1_integrin_a1b1_complex	simple:Q9UMD9	complex:integrin_a1b1_complex	COL17A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.054	0.224	0.113	0.0	0.0	0.0	0.008	0.178	0.067	0.019	0.007	0.092	0.14	0.128	0.213	0.02	0.009	0.094	0.027	0.299	0.0	0.0
CPI-SC0C739EDCE	COL18A1_integrin_a1b1_complex	simple:P39060	complex:integrin_a1b1_complex	COL18A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.074	0.244	0.133	0.683	0.853	0.741	0.122	0.292	0.181	0.075	0.063	0.148	0.064	0.053	0.138	0.092	0.08	0.166	0.14	0.413	0.394	0.667
CPI-SC079D293A2	COL19A1_integrin_a1b1_complex	simple:Q14993	complex:integrin_a1b1_complex	COL19A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.04	0.21	0.099	0.008	0.178	0.066	0.012	0.182	0.07	0.13	0.118	0.203	0.151	0.139	0.225	0.031	0.019	0.104	0.062	0.334	0.019	0.291
CPI-SC08DBCCFF0	COL1A1_integrin_a1b1_complex	simple:P02452	complex:integrin_a1b1_complex	COL1A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.066	0.236	0.125	0.657	0.828	0.716	0.286	0.456	0.345	0.096	0.084	0.169	0.131	0.12	0.205	0.186	0.174	0.26	0.261	0.533	1.139	1.411
CPI-SC09DB9D20A	COL1A2_integrin_a1b1_complex	simple:P08123	complex:integrin_a1b1_complex	COL1A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.192	0.362	0.251	0.7	0.87	0.759	0.488	0.658	0.547	0.13	0.118	0.203	0.109	0.097	0.182	0.284	0.272	0.358	0.293	0.565	1.147	1.419
CPI-SC0804EB2C0	COL20A1_integrin_a1b1_complex	simple:Q9P218	complex:integrin_a1b1_complex	COL20A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.024	0.194	0.082	0.043	0.213	0.102	0.046	0.216	0.104	0.055	0.043	0.128	0.033	0.021	0.106	0.039	0.027	0.112	0.017	0.29	0.012	0.284
CPI-SC065DB6486	COL21A1_integrin_a1b1_complex	simple:Q96P44	complex:integrin_a1b1_complex	COL21A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.012	0.182	0.07	0.03	0.2	0.089	0.024	0.194	0.082	0.032	0.02	0.106	0.021	0.009	0.094	0.07	0.059	0.144	0.016	0.288	0.175	0.448
CPI-SC0713C9654	COL22A1_integrin_a1b1_complex	simple:Q8NFW1	complex:integrin_a1b1_complex	COL22A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.264	0.434	0.323	0.046	0.216	0.104	0.071	0.241	0.13	0.118	0.106	0.192	0.051	0.04	0.125	0.074	0.062	0.148	0.383	0.655	0.022	0.294
CPI-SC073A7317A	COL24A1_integrin_a1b1_complex	simple:Q17RW2	complex:integrin_a1b1_complex	COL24A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.028	0.197	0.086	0.006	0.176	0.065	0.0	0.0	0.0	0.038	0.026	0.111	0.051	0.04	0.125	0.019	0.007	0.092	0.027	0.299	0.012	0.284
CPI-SC01E6BE079	COL26A1_integrin_a1b1_complex	simple:Q96A83	complex:integrin_a1b1_complex	COL26A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.019	0.19	0.078	0.34	0.51	0.399	0.159	0.33	0.218	0.027	0.015	0.1	0.023	0.011	0.097	0.144	0.132	0.218	0.018	0.291	0.101	0.373
CPI-SC050F64BB5	COL27A1_integrin_a1b1_complex	simple:Q8IZC6	complex:integrin_a1b1_complex	COL27A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.069	0.239	0.128	0.25	0.42	0.308	0.097	0.267	0.156	0.152	0.14	0.225	0.04	0.028	0.114	0.084	0.072	0.157	0.027	0.299	0.103	0.376
CPI-SC01C274A51	COL28A1_integrin_a1b1_complex	simple:Q2UY09	complex:integrin_a1b1_complex	COL28A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.008	0.178	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.023	0.108	0.034	0.022	0.107	0.02	0.008	0.093	0.105	0.377	0.009	0.281
CPI-SC0EA8ABCFD	COL2A1_integrin_a1b1_complex	simple:P02458	complex:integrin_a1b1_complex	COL2A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.01	0.18	0.069	0.12	0.29	0.178	0.056	0.226	0.114	0.032	0.02	0.105	0.037	0.025	0.11	0.039	0.027	0.112	0.012	0.285	0.17	0.442
CPI-SC00367777A	COL3A1_integrin_a1b1_complex	simple:P02461	complex:integrin_a1b1_complex	COL3A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.044	0.214	0.103	1.492	1.662	1.55	1.044	1.214	1.103	0.18	0.168	0.253	0.123	0.112	0.197	2.598	2.586	2.672	0.283	0.556	6.596	6.869
CPI-SC0744E13CB	COL4A1_integrin_a1b1_complex	simple:P02462	complex:integrin_a1b1_complex	COL4A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.492	0.662	0.55	0.415	0.585	0.474	0.305	0.475	0.364	0.065	0.053	0.138	0.046	0.034	0.119	0.571	0.559	0.644	0.033	0.306	1.822	2.095
CPI-SC03F728659	COL4A2_integrin_a1b1_complex	simple:P08572	complex:integrin_a1b1_complex	COL4A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.774	0.944	0.832	0.745	0.916	0.804	0.53	0.7	0.588	0.148	0.136	0.221	0.099	0.087	0.172	0.875	0.863	0.948	0.076	0.349	2.079	2.352
CPI-SC0886D58EF	COL4A3_integrin_a1b1_complex	simple:Q01955	complex:integrin_a1b1_complex	COL4A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.006	0.175	0.064	0.006	0.176	0.065	0.008	0.178	0.067	0.02	0.009	0.094	0.02	0.009	0.094	0.049	0.037	0.122	0.011	0.283	1.058	1.331
CPI-SC04ABF0023	COL4A4_integrin_a1b1_complex	simple:P53420	complex:integrin_a1b1_complex	COL4A4		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.01	0.18	0.069	0.01	0.18	0.069	0.025	0.194	0.083	0.024	0.012	0.097	0.026	0.014	0.099	0.084	0.072	0.158	0.058	0.33	1.407	1.679
CPI-SC042B580A3	COL4A5_integrin_a1b1_complex	simple:P29400	complex:integrin_a1b1_complex	COL4A5		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.238	0.408	0.296	0.272	0.442	0.33	0.17	0.34	0.228	0.196	0.184	0.27	0.29	0.278	0.364	0.3	0.288	0.373	0.108	0.381	0.229	0.501
CPI-SC0C8B6ACF5	COL4A6_integrin_a1b1_complex	simple:Q14031	complex:integrin_a1b1_complex	COL4A6		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.183	0.354	0.242	0.128	0.298	0.187	0.058	0.228	0.117	0.12	0.109	0.194	0.095	0.083	0.169	0.112	0.1	0.186	0.028	0.301	0.057	0.329
CPI-SC0592501EA	COL5A1_integrin_a1b1_complex	simple:P20908	complex:integrin_a1b1_complex	COL5A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.044	0.214	0.102	0.122	0.292	0.18	0.045	0.215	0.104	0.068	0.057	0.142	0.031	0.019	0.104	0.042	0.03	0.116	0.094	0.366	0.099	0.371
CPI-SC037A0554C	COL5A2_integrin_a1b1_complex	simple:P05997	complex:integrin_a1b1_complex	COL5A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.024	0.194	0.082	0.114	0.284	0.172	0.087	0.257	0.146	0.069	0.057	0.142	0.094	0.082	0.167	0.116	0.104	0.19	0.027	0.299	0.144	0.417
CPI-SC00EAD4C47	COL5A3_integrin_a1b1_complex	simple:P25940	complex:integrin_a1b1_complex	COL5A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.028	0.198	0.087	0.01	0.18	0.069	0.006	0.175	0.064	0.022	0.01	0.096	0.02	0.008	0.093	0.021	0.009	0.094	0.01	0.282	0.016	0.288
CPI-SC0549A759B	COL6A1_integrin_a1b1_complex	simple:P12109	complex:integrin_a1b1_complex	COL6A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.13	0.3	0.188	0.505	0.674	0.563	0.393	0.563	0.452	0.291	0.279	0.365	0.126	0.114	0.199	0.495	0.483	0.568	0.086	0.358	1.387	1.66
CPI-SC0F9FB6DCB	COL6A2_integrin_a1b1_complex	simple:P12110	complex:integrin_a1b1_complex	COL6A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.266	0.436	0.325	0.552	0.722	0.61	0.267	0.438	0.326	0.564	0.552	0.638	0.143	0.132	0.217	0.235	0.223	0.308	0.217	0.489	0.815	1.088
CPI-SC0ECDD1074	COL6A3_integrin_a1b1_complex	simple:P12111	complex:integrin_a1b1_complex	COL6A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.29	0.46	0.348	0.124	0.294	0.182	0.101	0.271	0.16	0.178	0.166	0.252	0.2	0.189	0.274	0.094	0.082	0.167	0.209	0.482	0.185	0.458
CPI-SC0C6DC4D50	COL6A5_integrin_a1b1_complex	simple:A8TX70	complex:integrin_a1b1_complex	COL6A5		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.006	0.176	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.017	0.102	0.0	0.0	0.0	0.058	0.33	0.0	0.0
CPI-SC0D3870098	COL6A6_integrin_a1b1_complex	simple:A6NMZ7	complex:integrin_a1b1_complex	COL6A6		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.036	0.206	0.095	0.025	0.194	0.083	0.008	0.178	0.067	0.031	0.019	0.104	0.022	0.011	0.096	0.023	0.011	0.096	0.182	0.455	0.013	0.285
CPI-SC0E509A5C6	COL7A1_integrin_a1b1_complex	simple:Q02388	complex:integrin_a1b1_complex	COL7A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.03	0.2	0.088	0.016	0.186	0.074	0.008	0.178	0.067	0.234	0.222	0.307	0.093	0.082	0.167	0.025	0.013	0.098	0.046	0.318	0.038	0.311
CPI-SC03760D980	COL8A1_integrin_a1b1_complex	simple:P27658	complex:integrin_a1b1_complex	COL8A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.006	0.176	0.065	0.014	0.184	0.073	0.007	0.177	0.066	0.0	0.0	0.0	0.02	0.009	0.094	0.02	0.008	0.094	0.009	0.281	0.0	0.0
CPI-SC0453131F6	COL8A2_integrin_a1b1_complex	simple:P25067	complex:integrin_a1b1_complex	COL8A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.007	0.177	0.066	0.056	0.226	0.115	0.009	0.179	0.068	0.022	0.01	0.095	0.023	0.011	0.097	0.02	0.009	0.094	0.01	0.282	0.0	0.0
CPI-SC070BECDC9	COL9A1_integrin_a1b1_complex	simple:P20849	complex:integrin_a1b1_complex	COL9A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.01	0.18	0.069	0.01	0.18	0.068	0.008	0.178	0.066	0.02	0.009	0.094	0.033	0.022	0.107	0.02	0.008	0.093	0.009	0.281	0.01	0.282
CPI-SC0270AA5D9	COL9A2_integrin_a1b1_complex	simple:Q14055	complex:integrin_a1b1_complex	COL9A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.087	0.256	0.145	0.021	0.192	0.08	0.007	0.177	0.066	0.065	0.053	0.138	0.038	0.027	0.112	0.02	0.009	0.094	0.023	0.296	0.013	0.285
CPI-SC0DC74CBE5	COL9A3_integrin_a1b1_complex	simple:Q14050	complex:integrin_a1b1_complex	COL9A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.874	1.044	0.932	0.263	0.433	0.322	0.06	0.23	0.118	0.472	0.461	0.546	0.096	0.084	0.17	0.027	0.015	0.1	0.096	0.368	0.062	0.335
CPI-SC03AF43F8B	SEMA7A_integrin_a1b1_complex	simple:O75326	complex:integrin_a1b1_complex	SEMA7A		False	False	False	curated	True	Ligand-Receptor	Signaling by Semaphorin	0.046	0.216	0.105	0.1	0.27	0.158	0.192	0.362	0.251	0.049	0.037	0.122	0.037	0.026	0.111	0.212	0.2	0.286	0.028	0.301	0.139	0.411
CPI-SC0B4F620A6	COL10A1_integrin_a10b1_complex	simple:Q03692	complex:integrin_a10b1_complex	COL10A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.004	0.003	0.002	0.0	0.0	0.0	0.004	0.003	0.002	0.006	0.028	0.002	0.008	0.029	0.003	0.0	0.0	0.0	0.0	0.0	0.009	0.003
CPI-SC0B991F6B1	COL11A1_integrin_a10b1_complex	simple:P12107	complex:integrin_a10b1_complex	COL11A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.018	0.016	0.015	2.037	2.036	2.035	1.004	1.003	1.001	0.038	0.059	0.032	0.058	0.079	0.053	0.93	0.952	0.926	0.064	0.058	0.646	0.64
CPI-SC034D4CF73	COL11A2_integrin_a10b1_complex	simple:P13942	complex:integrin_a10b1_complex	COL11A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.008	0.007	0.006	0.005	0.004	0.002	0.006	0.004	0.003	0.044	0.065	0.038	0.041	0.062	0.036	0.01	0.031	0.005	0.011	0.005	0.009	0.003
CPI-SC0EC720659	COL12A1_integrin_a10b1_complex	simple:Q99715	complex:integrin_a10b1_complex	COL12A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.006	0.006	0.004	0.022	0.021	0.02	0.02	0.019	0.018	0.016	0.037	0.01	0.014	0.035	0.009	0.018	0.039	0.012	0.015	0.009	0.031	0.025
CPI-SC0A18569E5	COL13A1_integrin_a10b1_complex	simple:Q5TAT6	complex:integrin_a10b1_complex	COL13A1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.03	0.029	0.028	0.005	0.004	0.002	0.012	0.011	0.01	0.02	0.041	0.015	0.011	0.032	0.006	0.009	0.03	0.004	0.018	0.012	0.01	0.004
CPI-SC0B6D93CD4	COL14A1_integrin_a10b1_complex	simple:Q05707	complex:integrin_a10b1_complex	COL14A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.087	0.086	0.084	0.042	0.041	0.04	0.061	0.06	0.058	0.102	0.123	0.096	0.187	0.209	0.182	0.114	0.135	0.108	0.055	0.049	1.009	1.003
CPI-SC01BE5E1F7	COL15A1_integrin_a10b1_complex	simple:P39059	complex:integrin_a10b1_complex	COL15A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.01	0.008	0.007	0.027	0.026	0.024	0.022	0.021	0.02	0.012	0.033	0.007	0.009	0.03	0.004	0.012	0.033	0.006	0.016	0.01	0.024	0.018
CPI-SC027EF0F68	COL16A1_integrin_a10b1_complex	simple:Q07092	complex:integrin_a10b1_complex	COL16A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.013	0.012	0.01	0.055	0.054	0.052	0.013	0.012	0.011	0.018	0.04	0.014	0.071	0.092	0.066	0.01	0.032	0.006	0.017	0.011	0.055	0.049
CPI-SC00942962B	COL17A1_integrin_a10b1_complex	simple:Q9UMD9	complex:integrin_a10b1_complex	COL17A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.053	0.052	0.05	0.0	0.0	0.0	0.007	0.006	0.005	0.006	0.028	0.002	0.127	0.149	0.122	0.008	0.029	0.003	0.027	0.021	0.0	0.0
CPI-SC039737584	COL18A1_integrin_a10b1_complex	simple:P39060	complex:integrin_a10b1_complex	COL18A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.073	0.072	0.07	0.681	0.68	0.679	0.121	0.12	0.118	0.062	0.084	0.057	0.052	0.073	0.047	0.08	0.101	0.074	0.14	0.134	0.394	0.388
CPI-SC0423059DF	COL19A1_integrin_a10b1_complex	simple:Q14993	complex:integrin_a10b1_complex	COL19A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.039	0.038	0.036	0.006	0.006	0.004	0.011	0.01	0.008	0.117	0.138	0.112	0.139	0.16	0.134	0.018	0.04	0.014	0.062	0.056	0.019	0.013
CPI-SC028882919	COL1A1_integrin_a10b1_complex	simple:P02452	complex:integrin_a10b1_complex	COL1A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.065	0.064	0.062	0.656	0.655	0.653	0.285	0.284	0.282	0.083	0.104	0.078	0.119	0.14	0.114	0.174	0.195	0.168	0.261	0.255	1.139	1.133
CPI-SC07707E049	COL1A2_integrin_a10b1_complex	simple:P08123	complex:integrin_a10b1_complex	COL1A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.19	0.19	0.188	0.699	0.698	0.696	0.487	0.486	0.484	0.117	0.138	0.112	0.096	0.117	0.091	0.272	0.293	0.266	0.293	0.287	1.147	1.141
CPI-SC0F393B830	COL20A1_integrin_a10b1_complex	simple:Q9P218	complex:integrin_a10b1_complex	COL20A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.022	0.021	0.02	0.042	0.04	0.039	0.044	0.043	0.042	0.042	0.064	0.037	0.02	0.041	0.015	0.027	0.048	0.022	0.017	0.011	0.012	0.006
CPI-SC076898564	COL21A1_integrin_a10b1_complex	simple:Q96P44	complex:integrin_a10b1_complex	COL21A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.01	0.009	0.008	0.029	0.028	0.026	0.022	0.021	0.02	0.02	0.041	0.015	0.008	0.029	0.003	0.058	0.079	0.053	0.016	0.01	0.175	0.169
CPI-SC0AA500B63	COL22A1_integrin_a10b1_complex	simple:Q8NFW1	complex:integrin_a10b1_complex	COL22A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.263	0.262	0.26	0.044	0.044	0.042	0.07	0.068	0.067	0.106	0.127	0.1	0.039	0.06	0.034	0.062	0.083	0.056	0.383	0.377	0.022	0.016
CPI-SC09E4E673B	COL24A1_integrin_a10b1_complex	simple:Q17RW2	complex:integrin_a10b1_complex	COL24A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.026	0.025	0.024	0.005	0.004	0.002	0.0	0.0	0.0	0.025	0.046	0.02	0.039	0.06	0.034	0.006	0.028	0.002	0.027	0.021	0.012	0.006
CPI-SC008D5E4B2	COL26A1_integrin_a10b1_complex	simple:Q96A83	complex:integrin_a10b1_complex	COL26A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.018	0.017	0.016	0.339	0.338	0.336	0.158	0.157	0.156	0.015	0.036	0.01	0.011	0.032	0.006	0.131	0.153	0.126	0.018	0.012	0.101	0.095
CPI-SC090152EEE	COL27A1_integrin_a10b1_complex	simple:Q8IZC6	complex:integrin_a10b1_complex	COL27A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.068	0.066	0.065	0.248	0.248	0.246	0.096	0.094	0.093	0.139	0.16	0.134	0.028	0.049	0.023	0.071	0.092	0.066	0.027	0.021	0.103	0.097
CPI-SC0E9AA9087	COL28A1_integrin_a10b1_complex	simple:Q2UY09	complex:integrin_a10b1_complex	COL28A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.007	0.006	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.043	0.017	0.021	0.043	0.016	0.007	0.028	0.002	0.105	0.099	0.009	0.003
CPI-SC0AA90A03B	COL2A1_integrin_a10b1_complex	simple:P02458	complex:integrin_a10b1_complex	COL2A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.008	0.008	0.006	0.118	0.118	0.116	0.054	0.054	0.052	0.019	0.04	0.014	0.024	0.045	0.019	0.027	0.048	0.022	0.012	0.006	0.17	0.164
CPI-SC0A7864078	COL3A1_integrin_a10b1_complex	simple:P02461	complex:integrin_a10b1_complex	COL3A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.042	0.042	0.04	1.49	1.49	1.488	1.042	1.042	1.04	0.167	0.188	0.162	0.111	0.132	0.106	2.586	2.607	2.58	0.283	0.277	6.596	6.59
CPI-SC0756B421F	COL4A1_integrin_a10b1_complex	simple:P02462	complex:integrin_a10b1_complex	COL4A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.49	0.489	0.487	0.414	0.412	0.411	0.304	0.302	0.301	0.053	0.074	0.048	0.033	0.054	0.028	0.558	0.58	0.554	0.033	0.027	1.822	1.816
CPI-SC0096917A2	COL4A2_integrin_a10b1_complex	simple:P08572	complex:integrin_a10b1_complex	COL4A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.772	0.772	0.77	0.744	0.743	0.741	0.528	0.528	0.526	0.135	0.156	0.13	0.086	0.108	0.081	0.862	0.883	0.857	0.076	0.07	2.079	2.073
CPI-SC0CC8A2F79	COL4A3_integrin_a10b1_complex	simple:Q01955	complex:integrin_a10b1_complex	COL4A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.004	0.003	0.002	0.005	0.004	0.002	0.007	0.006	0.005	0.008	0.029	0.003	0.008	0.029	0.003	0.036	0.058	0.032	0.011	0.005	1.058	1.052
CPI-SC030087D4F	COL4A4_integrin_a10b1_complex	simple:P53420	complex:integrin_a10b1_complex	COL4A4		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.008	0.008	0.006	0.008	0.008	0.006	0.023	0.022	0.02	0.011	0.032	0.006	0.013	0.035	0.008	0.071	0.093	0.066	0.058	0.052	1.407	1.401
CPI-SC0F1833AC0	COL4A5_integrin_a10b1_complex	simple:P29400	complex:integrin_a10b1_complex	COL4A5		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.236	0.236	0.234	0.27	0.269	0.267	0.168	0.167	0.166	0.183	0.205	0.178	0.278	0.299	0.273	0.287	0.308	0.282	0.108	0.102	0.229	0.223
